ID,Sex,Age,Height,Weight,ColdSens,ColdExp,Workhr,Coffeeintake,Vote_time,therm_sens,therm_pref,location,mean.Temperature_60,grad.Temperature_60,sd.Temperature_60,mean.Temperature_480,grad.Temperature_480,sd.Temperature_480,mean.Humidity_60,grad.Humidity_60,sd.Humidity_60,mean.Humidity_480,grad.Humidity_480,sd.Humidity_480,mean.Winvel_60,grad.Winvel_60,sd.Winvel_60,mean.Winvel_480,grad.Winvel_480,sd.Winvel_480,mean.Solar_60,grad.Solar_60,sd.Solar_60,mean.Solar_480,grad.Solar_480,sd.Solar_480,mean.hr_5,grad.hr_5,sd.hr_5,mean.hr_15,grad.hr_15,sd.hr_15,mean.hr_60,grad.hr_60,sd.hr_60,mean.WristT_5,grad.WristT_5,sd.WristT_5,mean.WristT_15,grad.WristT_15,sd.WristT_15,mean.WristT_60,grad.WristT_60,sd.WristT_60,mean.AnkleT_5,grad.AnkleT_5,sd.AnkleT_5,mean.AnkleT_15,grad.AnkleT_15,sd.AnkleT_15,mean.AnkleT_60,grad.AnkleT_60,sd.AnkleT_60,mean.PantT_5,grad.PantT_5,sd.PantT_5,mean.PantT_15,grad.PantT_15,sd.PantT_15,mean.PantT_60,grad.PantT_60,sd.PantT_60,mean.act_5,grad.act_5,sd.act_5,mean.act_15,grad.act_15,sd.act_15,mean.act_60,grad.act_60,sd.act_60
5,Male,24,1.73,52,3.5,3,7,0,11/2/2016 16:01,-1.7,1,1,20.083,0.012254225,0.295147797,20.083,0.012254225,0.295147797,57.7,-0.01895665,1.494434118,57.7,-0.01895665,1.494434118,0.92,0.007729611,0.329309041,0.92,0.007729611,0.329309041,346.1,3.67421014,112.6523166,346.1,3.67421014,112.6523166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.752135382,NA,1.41E-06
5,Male,24,1.73,52,3.5,3,7,0,11/2/2016 17:02,-0.7,1,1,19.86363636,-0.001714101,0.102982788,19.86363636,-0.001714101,0.102982788,60.72727273,-0.009831824,0.904534034,60.72727273,-0.009831824,0.904534034,1.272727273,-0.013221216,0.382337309,1.272727273,-0.013221216,0.382337309,260.7272727,-3.614359638,67.83670232,260.7272727,-3.614359638,67.83670232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.761730052,4.17E-06,1.57E-06,9.309690371,0.058661863,1.764438923
5,Male,24,1.73,52,3.5,3,7,0,11/2/2016 18:00,-0.5,1,1,19.13090909,-0.043020027,0.797326214,19.13090909,-0.043020027,0.797326214,63.27272727,0.120694259,2.284333999,63.27272727,0.120694259,2.284333999,0.409090909,-0.004299065,0.202259959,0.409090909,-0.004299065,0.202259959,61.27272727,-2.280507343,43.8134475,61.27272727,-2.280507343,43.8134475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.470593932,-3.274048849,2.284014527
5,Male,24,1.73,52,3.5,3,7,0,11/2/2016 19:02,0.8,0,1,16.77333333,-0.028671329,0.524236819,16.77333333,-0.028671329,0.524236819,69.91666667,0.08041958,1.56427929,69.91666667,0.08041958,1.56427929,0.1,-0.001958042,0.180906807,0.1,-0.001958042,0.180906807,0.916666667,-0.083216783,2.874917654,0.916666667,-0.083216783,2.874917654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.94106598,-0.093839542,0.895445919
5,Male,24,1.73,52,3.5,3,7,0,11/2/2016 20:00,0.5,0,1,15.73727273,-0.002552595,0.147722098,15.73727273,-0.002552595,0.147722098,71.45454545,-0.018373072,0.820199532,71.45454545,-0.018373072,0.820199532,0.181818182,0.000673212,0.208893187,0.181818182,0.000673212,0.208893187,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Male,24,1.73,52,3.5,3,7,0,11/2/2016 22:07,1.5,0,1,15.82909091,-0.00743338,0.142088321,15.85391304,-0.000574545,0.140218632,67.36363636,-0.028892006,0.924416278,67.82608696,-0.020181818,1.114049693,1.6,0.01141655,0.531036722,1.186956522,0.015563636,0.741193355,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Male,24,1.73,52,3.5,3,7,0,11/2/2016 23:01,1,0,1,15.64625,0.002774834,0.070089229,15.64625,0.002774834,0.070089229,66.375,-0.041721854,1.060660172,66.375,-0.041721854,1.060660172,1.9625,-0.040066225,0.821040281,1.9625,-0.040066225,0.821040281,0,0,0,0,0,0,55.06882591,1.046961651,2.559717623,60.71594684,-2.408812336,10.48415546,60.71594684,-2.408812336,10.48415546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Male,24,1.73,52,3.5,3,7,0,11/3/2016 9:03,-1.2,1,1,13.834,0.038160338,0.713523339,13.47555556,-0.00124924,0.520804666,68,-0.189029536,3.590109871,74.11111111,0.002255828,4.655641739,0.57,0.016455696,0.377270902,0.62345679,-3.54E-05,0.399146466,32.8,1.650632911,39.86309906,4.345679012,0.049639626,17.20985219,89.75454545,4.220544148,6.798794232,89.75454545,4.220544148,6.798794232,89.75454545,4.220544148,6.798794232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Male,24,1.73,52,3.5,3,7,0,11/3/2016 10:02,0.2,0,1,15.6725,0.01306993,0.238294127,15.6725,0.01306993,0.238294127,60.33333333,-0.032167832,0.887625365,60.33333333,-0.032167832,0.887625365,0.716666667,0.00965035,0.358870281,0.716666667,0.00965035,0.358870281,72.83333333,-1.025174825,30.83632254,72.83333333,-1.025174825,30.83632254,83.089701,1.147169479,7.040970121,85.57935627,0.175820411,7.23829139,80.33511247,0.321188904,10.84986012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.514224196,NA,0.399059728
5,Male,24,1.73,52,3.5,3,7,0,11/3/2016 10:22,1.9,-1,-1,16.20333333,0.014857143,0.113724814,16.20333333,0.014857143,0.113724814,59.33333333,0.071428571,0.577350269,59.33333333,0.071428571,0.577350269,1.033333333,-0.022857143,0.230940108,1.033333333,-0.022857143,0.230940108,40.66666667,-0.071428571,0.577350269,40.66666667,-0.071428571,0.577350269,118.9269103,1.345079316,3.490129665,114.5545335,1.112096573,6.596971678,111.2394289,1.506201533,9.943787309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.428286009,NA,NA,9.463678318,-0.015623719,2.782202383,9.463678318,-0.015623719,2.782202383
5,Male,24,1.73,52,3.5,3,7,0,11/3/2016 11:00,0.5,0,1,16.88142857,0.022282609,0.289103705,16.88142857,0.022282609,0.289103705,58.85714286,-0.031884058,0.899735411,58.85714286,-0.031884058,0.899735411,0.542857143,-0.016304348,0.243975018,0.542857143,-0.016304348,0.243975018,68,0.923188406,31.91655788,68,0.923188406,31.91655788,77.53488372,0.166016149,5.280448892,78.09211987,-0.328751252,5.975830837,94.60921053,-1.565572755,20.01879799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Male,24,1.73,52,3.5,3,7,0,11/3/2016 12:16,0.9,0,1,18.61090909,0.026345455,0.441530396,18.52333333,0.027412587,0.518903272,52.45454545,-0.098181818,1.694912173,52.83333333,-0.107369554,2.081665999,0.809090909,0.008181818,0.202259959,0.775,0.009198494,0.226133508,361.9090909,12.14909091,226.1214075,336.1666667,11.18558365,233.312445,86.12956811,1.017535368,9.336373833,78.64261931,1.353083418,9.168357058,78.26464871,0.058703201,13.47703782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.176863763,NA,NA
5,Male,24,1.73,52,3.5,3,7,0,11/3/2016 13:01,1.7,0,-1,19.85571429,0.009670659,0.165615734,19.85571429,0.009670659,0.165615734,49.14285714,0.026946108,0.690065559,49.14285714,0.026946108,0.690065559,0.757142857,0.004491018,0.243975018,0.757142857,0.004491018,0.243975018,214.2857143,-10.90718563,189.8268635,214.2857143,-10.90718563,189.8268635,86.9833887,-1.28525225,6.565912311,89.73473918,-0.370215897,6.667780991,80.82777778,0.588893158,11.75663762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Male,24,1.73,52,3.5,3,7,0,11/3/2016 14:00,1.2,0,1,20.661,0.01452459,0.27950154,20.661,0.01452459,0.27950154,49.1,-0.060421546,1.286683938,49.1,-0.060421546,1.286683938,0.65,-0.003512881,0.263523138,0.65,-0.003512881,0.263523138,166.3,0.853864169,95.2261052,166.3,0.853864169,95.2261052,80.40199336,-2.866365977,8.350148963,80.28412875,-0.425007936,6.282562088,92.04322034,-0.073715357,13.27861528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.37706563,NA,0.302339148,9.374877301,0.027289319,0.306375755
5,Male,24,1.73,52,3.5,3,7,0,11/3/2016 15:08,0.8,0,1,21.215,0.008590164,0.313687743,21.21555556,0.006735632,0.293432748,46.625,-0.020218579,1.597989809,46.66666667,-0.018965517,1.5,0.9875,-0.004098361,0.473399559,0.922222222,0.001494253,0.484194635,217.375,-0.469398907,47.13487487,208,0.30862069,52.29722746,84.63122924,1.599885591,9.314270168,82.46503885,0.540480521,6.791096232,81.05831713,0.044509831,6.644205509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Male,24,1.73,52,3.5,3,7,0,11/3/2016 16:03,2.2,-1,1,22.04857143,0.01793722,0.331684015,22.04857143,0.01793722,0.331684015,45.14285714,-0.064125561,1.214985793,45.14285714,-0.064125561,1.214985793,0.614285714,0.00426009,0.267261242,0.614285714,0.00426009,0.267261242,366.1428571,1.995067265,53.89937715,366.1428571,1.995067265,53.89937715,93.1627907,-5.306101076,11.37809193,109.6348502,-2.207120445,14.51028721,97.72909091,0.514404275,16.42046601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.26557968,0.085194495,4.526822848
5,Male,24,1.73,52,3.5,3,7,0,11/3/2016 17:00,0.1,0,1,21.338,-0.02954177,0.576479738,21.338,-0.02954177,0.576479738,46.7,0.076592225,2.002775851,46.7,0.076592225,2.002775851,1.28,0.026997519,0.623253114,1.28,0.026997519,0.623253114,210.3,-4.993052109,101.2324608,210.3,-4.993052109,101.2324608,78.27574751,-1.593839519,4.167904047,79.15982242,-0.199270089,4.023112788,77.4549969,-0.044647584,6.045843144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.934864268,0.025088794,0.383539495
5,Male,24,1.73,52,3.5,3,7,0,11/3/2016 18:00,0.1,0,1,19.666,-0.013916399,0.266966498,19.666,-0.013916399,0.266966498,48.1,-0.092604502,1.969207398,48.1,-0.092604502,1.969207398,1.32,-0.016430868,0.436653944,1.32,-0.016430868,0.436653944,43.3,-1.430546624,26.84130316,43.3,-1.430546624,26.84130316,74.04651163,-1.35564014,7.866893675,71.66148724,0.519348051,6.445927105,72.38527778,-0.006955487,5.665653575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.133739622,NA,NA,9.446944155,0.163994294,0.270124822,9.43837131,0.068688389,0.303868448
5,Male,24,1.73,52,3.5,3,7,0,11/3/2016 19:06,1.3,0,1,19.02,0.004895327,0.137295302,19.035,0.002450495,0.137860638,45,-0.082429907,1.802775638,45.3,-0.083663366,1.946506843,1.588888889,0.010915888,0.337062474,1.56,0.010247525,0.330655914,0,0,0,0.3,-0.023019802,0.948683298,115.8737542,-1.381065323,6.104253082,99.99556049,4.188149654,21.73746698,75.62177173,0.670346799,18.08264486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.197083303,-0.031176499,0.528268751,9.197083303,-0.031176499,0.528268751,9.234986405,-0.002791274,0.851203025
5,Male,24,1.73,52,3.5,3,7,0,11/3/2016 20:00,1.6,0,1,19.11666667,-0.007399504,0.132664992,19.11666667,-0.007399504,0.132664992,40.77777778,-0.012406948,0.833333333,40.77777778,-0.012406948,0.833333333,1.033333333,-0.001488834,0.2,1.033333333,-0.001488834,0.2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,90.96868583,0.036588249,6.389621312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.710158054,NA,NA
5,Male,24,1.73,52,3.5,3,7,0,11/3/2016 21:00,1.3,0,1,18.46909091,-0.016479663,0.307488359,18.46909091,-0.016479663,0.307488359,44.90909091,0.231136045,4.300105707,44.90909091,0.231136045,4.300105707,0.572727273,0.012258065,0.313339781,0.572727273,0.012258065,0.313339781,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.710167248,NA,NA,5.710167248,NA,NA,5.710167248,NA,NA
5,Male,24,1.73,52,3.5,3,7,0,11/3/2016 22:00,1.2,0,1,17.54,-0.017777778,0.333399993,17.54,-0.017777778,0.333399993,55.8,0.096825397,2.043961296,55.8,0.096825397,2.043961296,0.29,-0.009047619,0.292308817,0.29,-0.009047619,0.292308817,0,0,0,0,0,0,65.09966777,-1.829213879,6.428325331,64.8590455,-0.19509242,4.49432961,66.24108417,-0.302137249,6.244512998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Male,24,1.73,52,3.5,3,7,0,11/3/2016 23:03,1.3,0,1,16.88,-0.007359046,0.13978555,16.88,-0.007359046,0.13978555,59.81818182,0.048387097,0.981649817,59.81818182,0.048387097,0.981649817,0.545454545,0.02115007,0.48654627,0.545454545,0.02115007,0.48654627,0,0,0,0,0,0,72.83561644,-1.959400818,6.34309551,79.68175583,-0.833021629,10.05111711,76.51205584,0.201094847,8.136520432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Male,24,1.73,52,3.5,3,7,0,11/4/2016 9:00,-0.7,1,1,14.21833333,-0.000481858,0.166560572,16.1394382,-0.005573781,0.958175776,81,-0.019738752,0.852802865,64.08988764,0.045041225,7.594316729,0.925,-0.004615385,0.445431354,0.570786517,0.002064642,0.538559157,28.33333333,0.931204644,25.41056807,3.988764045,0.044424319,13.23776827,NA,NA,NA,NA,NA,NA,60.3452508,0.2039947,13.28398638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.397614957,-0.101641924,0.768130921,9.397614957,-0.101641924,0.768130921
5,Male,24,1.73,52,3.5,3,7,0,11/4/2016 9:46,1.8,-1,-1,14.6875,0.008846847,0.136250819,14.6875,0.008846847,0.136250819,79.375,0.004504505,0.51754917,79.375,0.004504505,0.51754917,0.55,-0.035675676,0.607100839,0.55,-0.035675676,0.607100839,70.125,-1.154054054,30.22977482,70.125,-1.154054054,30.22977482,117.3222591,1.525907021,3.867704256,107.912031,2.862560632,12.67376723,107.912031,2.862560632,12.67376723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.928356651,-0.126718687,0.373064946,8.928356651,-0.126718687,0.373064946
5,Male,24,1.73,52,3.5,3,7,0,11/4/2016 10:00,1.5,-1,1,15.22,0.022,0.155563492,15.22,0.022,0.155563492,78.5,-0.1,0.707106781,78.5,-0.1,0.707106781,0.4,7.85E-18,0,0.4,7.85E-18,0,45.5,-0.9,6.363961031,45.5,-0.9,6.363961031,104.4883721,-9.043814218,13.86929574,123.825,-2.858729149,18.00315411,123.825,-2.858729149,18.00315411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Male,24,1.73,52,3.5,3,7,0,11/4/2016 11:01,1,0,1,16.124,0.02192283,0.412612274,16.124,0.02192283,0.412612274,76.2,-0.038906752,1.135292424,76.2,-0.038906752,1.135292424,0.78,0.004212219,0.361478446,0.78,0.004212219,0.361478446,59.2,0.906430868,37.5434563,59.2,0.906430868,37.5434563,72.15614618,-0.815533212,3.235048237,73.36958935,-0.117750418,3.710035452,76.26992502,-0.024486273,11.32867101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.349458682,0.00202325,0.205058165,9.349458682,0.00202325,0.205058165
5,Male,24,1.73,52,3.5,3,7,0,11/4/2016 12:00,0.2,0,1,17.70416667,0.03265035,0.602064,17.70416667,0.03265035,0.602064,72.58333333,-0.120979021,2.314316445,72.58333333,-0.120979021,2.314316445,0.608333333,0.003146853,0.257464325,0.608333333,0.003146853,0.257464325,220.0833333,9.934965035,217.4398384,220.0833333,9.934965035,217.4398384,70.39534884,0.155560934,6.823965975,68.52941176,0.203340462,6.416858923,70.69096045,0.001732066,6.439930682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.55224004,-0.973225549,0.29292269
5,Male,24,1.73,52,3.5,3,7,0,11/4/2016 13:54,1,0,1,20.34181818,0.025692924,0.481348485,20.002,0.017403527,0.58475906,61.45454545,-0.084245661,1.694912173,62.85,-0.068525002,2.323223713,1.118181818,0.000213618,0.208893187,1.235,-0.002717485,0.306551275,118.1818182,1.765954606,73.51573734,218.6,-4.224215602,207.5362746,77.10963455,4.024254692,10.21524711,73.77136515,0.534762311,7.561665103,74.74222432,0.106394476,11.51625948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.140541575,-0.415252042,0.410215564,9.174802413,-0.007639417,0.548166831,9.050620502,0.004109428,0.566399179
5,Male,24,1.73,52,3.5,3,7,0,11/4/2016 14:00,0.8,0,1,21.17,0.044,0.155563492,21.17,0.044,0.155563492,59.5,-0.2,0.707106781,59.5,-0.2,0.707106781,0.9,0,0,0.9,0,0,344,4.4,15.55634919,344,4.4,15.55634919,60.74418605,0.277142417,3.298131959,61.83333333,-0.746857615,4.010432079,61.83333333,-0.746857615,4.010432079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.541840703,NA,NA,9.541840703,NA,NA,9.541840703,NA,NA
5,Male,24,1.73,52,3.5,3,7,0,11/4/2016 15:01,0.8,0,1,21.78363636,0.002935915,0.274454832,21.78363636,0.002935915,0.274454832,56.54545455,0.029906542,1.12815215,56.54545455,0.029906542,1.12815215,1.2,0.013511348,0.387298335,1.2,0.013511348,0.387298335,281.5454545,3.777837116,137.7239003,281.5454545,3.777837116,137.7239003,71.69435216,-0.166359376,5.360932879,76.13762486,-1.202632207,12.35093044,73.04859761,0.134651597,9.972274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.270752354,0.475214965,0.377271129,9.296219827,-0.004311297,1.104121822
5,Male,24,1.73,52,3.5,3,7,0,11/4/2016 17:46,1.5,0,1,20.67545455,-0.017927273,0.314208963,20.9862069,-0.005864095,0.420598331,57.54545455,-0.02,0.820199532,57.31034483,-0.00024658,1.003687781,0.718181818,-0.007272727,0.25226249,1.006896552,-0.005292911,0.380723967,83.45454545,-2.978181818,49.81639015,224.8275862,-2.174685286,135.670575,NA,NA,NA,NA,NA,NA,64.53542977,0.053849006,4.21413291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.826995977,-5.59E-06,0.000200314
5,Male,24,1.73,52,3.5,3,7,0,11/4/2016 17:50,-1.2,1,1,20.22,NA,NA,20.22,NA,NA,58,NA,NA,58,NA,NA,0,NA,NA,0,NA,NA,19,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Male,24,1.73,52,3.5,3,7,0,11/4/2016 18:00,0.6,0,1,20.115,-0.022,0.077781746,20.115,-0.022,0.077781746,59,4.02E-15,0,59,4.02E-15,0,0,0,0,0,0,0,12.5,-0.6,2.121320344,12.5,-0.6,2.121320344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.454176338,0.221888796,0.417366789,9.504268304,-0.135489975,0.31348926,9.504268304,-0.135489975,0.31348926
5,Male,24,1.73,52,3.5,3,7,0,11/4/2016 19:00,1.4,0,-1,18.67272727,-0.042290909,0.751266809,18.67272727,-0.042290909,0.751266809,64.63636364,0.216363636,3.613107451,64.63636364,0.216363636,3.613107451,0.227272727,-0.005636364,0.296954236,0.227272727,-0.005636364,0.296954236,0.545454545,-0.054545455,1.809068067,0.545454545,-0.054545455,1.809068067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4832096,-0.355396908,4.840232455,10.4832096,-0.355396908,4.840232455,10.4822995,0.007016419,4.8360412
5,Male,24,1.73,52,3.5,3,7,0,11/4/2016 21:27,1.1,0,1,17.495,-0.004377622,0.207386333,18.38689655,-0.016943842,0.83419809,66.75,0.004895105,0.965307299,63.44827586,0.059605911,3.611353198,0.141666667,0.009020979,0.284312035,0.420689655,-0.006640394,0.471607669,0,0,0,0,0,0,61.97342193,0.612448571,3.49656373,66.82130966,-0.722499514,7.078781349,66.71341294,-0.042885058,5.607342462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.369115929,NA,NA,9.76256732,-0.026747576,0.734074259,9.76256732,-0.026747576,0.734074259
5,Male,24,1.73,52,3.5,3,7,0,11/4/2016 23:00,1.6,0,1,17.25916667,-0.008125704,0.21910804,17.35352941,-0.006834966,0.236430253,67.25,0.04108818,1.288057029,66.94117647,0.027214651,1.248528546,0.175,0.005797373,0.28959219,0.123529412,0.004137564,0.253794729,0,0,0,0,0,0,63.44850498,1.521207454,6.757329805,72.26214689,-1.117344512,12.02905522,73.29428173,-0.106014055,7.860043421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.175059427,0.091519876,0.709908371,9.145389416,0.007459404,0.578419911
5,Male,24,1.73,52,3.5,3,7,0,11/5/2016 0:00,1.3,0,1,16.62583333,-0.006524476,0.276190262,16.62583333,-0.006524476,0.276190262,69.58333333,0.04965035,1.56427929,69.58333333,0.04965035,1.56427929,0.341666667,-0.008881119,0.35791907,0.341666667,-0.008881119,0.35791907,0,0,0,0,0,0,76.73076923,-5.359130835,13.00325403,72.80670927,2.865664246,13.81405729,63.02706767,0.261867499,8.700311278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.287666631,-0.004234613,0.432908714,9.278097779,0.016976359,0.458468388,9.278097779,0.016976359,0.458468388
5,Male,24,1.73,52,3.5,3,7,0,11/5/2016 10:15,1,0,1,14.18384615,0.025681319,0.512177353,14.06625,-0.004788694,0.972671771,87.15384615,-0.045054945,1.14354375,81.47727273,0.040600062,6.14569707,0.361538462,0.012637363,0.357161172,0.423863636,-0.000824195,0.462873166,59.30769231,-0.449450549,21.73087134,14.92045455,0.135582973,28.81180377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.455975827,-1.386296386,2.166830959,9.455975827,-1.386296386,2.166830959,9.455975827,-1.386296386,2.166830959
